         1941071 function calls (1817527 primitive calls) in 143.913 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:5225(combined)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:74(_postprocess_statement)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\serialization.py:802(_get_restore_location)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:34(_as_str_or_none)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\callbacks.py:238(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\scanner.py:430(fetch_flow_collection_start)
       12    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\scanner.py:651(fetch_single)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\type_spec.py:110(most_specific_compatible_type)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:756(can_handle)
        8    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:1400(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\contextlib.py:463(_push_exit_callback)
       30    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:2849(return_annotation)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:937(handle)
       10    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:375(visit_Expr)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\call_trees.py:131(_args_to_tuple)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:1232(should_sync)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\progress\__init__.py:139(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\gast\ast3.py:234(_make_arg)
       20    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_fndefs.py:85(init_state)
        1    0.000    0.000    0.002    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:319(visit_With)
       22    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:1265(input_spec)
        1    0.000    0.000    0.111    0.111 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\training.py:1396(predict_step)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:156(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\json\encoder.py:259(_make_iterencode)
       32    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:4575(control_inputs)
        1    0.000    0.000    0.001    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:674(_ConstantValue)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:2471(is_pure)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:115(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_pack_uint32)
       15    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:272(device_type)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_spec.py:100(most_specific_compatible_type)
      4/3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\astunparse\unparser.py:14(interleave)
        2    0.000    0.000    0.003    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:279(resolve)
       12    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\numpy\core\_internal.py:804(<genexpr>)
        1    0.000    0.000    0.183    0.183 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\impl\conversion.py:109(convert)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:772(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3493(_inputs)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        2    0.000    0.000    0.001    0.001 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\subprocess.py:1074(wait)
       27    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:4139(element_spec)
        1    0.000    0.000    0.001    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\core\converter.py:216(list_of_features)
        6    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\events.py:22(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 {method 'copy_' of 'torch._C.DoubleStorageBase' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:223(__init__)
        9    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\numpy_ops\np_utils.py:356(decorator)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
       12    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\parser.py:267(parse_flow_node)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\device.py:67(merge_device)
       30    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:6769(_op_to_colocate_with)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:895(<listcomp>)
       27    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:2467(flat_input_signature)
       40    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2973(value_container)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\numpy_ops\np_utils.py:340(np_doc_only)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\TiffImagePlugin.py:1641(AppendingTiffWriter)
        3    0.000    0.000    0.014    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\composer.py:50(compose_document)
       12    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:453(_get_iscased)
        6    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\numpy\__init__.py:211(__getattr__)
        6    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\tokenize.py:612(generate_tokens)
        1    0.000    0.000    0.012    0.012 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\serialization.py:210(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_spec.py:153(<lambda>)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:445(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\directives.py:142(visit_Expr)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\tempfile.py:491(__exit__)
       20    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:173(__exit__)
       15    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:3293(_tf_deterministic_ops)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:64(visit_Tuple)
        1    0.000    0.000    0.004    0.004 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\continue_statements.py:163(transform)
       26    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\TiffImagePlugin.py:357(_delegate)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\scanner.py:371(fetch_stream_end)
        1    0.000    0.000    0.304    0.304 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\def_function.py:583(wrapped_fn)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:76(_default_control_status_ctx)
        3    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:245(visit_forward)
       21    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\base_layer_utils.py:475(training)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\tokenize.py:164(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3018(element_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\training\tracking\tracking.py:80(__setattr__)
        8    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:236(istraceback)
        5    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:5262(<listcomp>)
        1    0.000    0.000    0.110    0.110 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\functional.py:367(call)
        4    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\pathlib.py:1380(exists)
        8    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:246(isframe)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1579(handle)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\json\encoder.py:104(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\op_def_library.py:166(_MakeBool)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:748(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:496(exit_section)
       22    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\keras_tensor.py:43(keras_tensors_enabled)
       13    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:367(__subclasshook__)
       11    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\_weakrefset.py:38(_remove)
        5    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\pathlib.py:721(__fspath__)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:42(_as_device_str_or_none)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:212(make_merged_spec)
        1    0.000    0.000    0.304    0.304 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:958(wrapper)
        1    0.000    0.000    0.003    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\break_statements.py:183(transform)
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\tempfile.py:458(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:2003(getLogger)
        1    0.000    0.000    0.001    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:4361(_add_device_to_stack)
       33    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:4634(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\backend_config.py:114(image_data_format)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:550(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\serialization.py:314(_check_dill_version)
       11    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:535(get_shape)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3150(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:154(visit_keyword)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:1474(pack_x_y_sample_weight)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1557(_get_supported_file_loaders)
       17    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\execute.py:184(make_bool)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\astunparse\unparser.py:103(_ImportFrom)
        5    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\codecs.py:260(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\device_spec.py:350(_components_to_string)
       13    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:518(shape)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:265(__init__)
        1    0.000    0.000    0.003    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\parser.py:127(_attempt_to_parse_normal_source)
        4    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\parser.py:216(<genexpr>)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1015(_cache_bytecode)
        6    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\constructor.py:410(construct_yaml_map)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:3029(register_extensions)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:127(executor_type)
       27    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3496(element_spec)
       27    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3544(element_spec)
        1    0.000    0.000    0.004    0.004 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\call_trees.py:211(transform)
        2    0.000    0.000    0.011    0.005 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\layers\core.py:1192(call)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\reader.py:138(check_printable)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\tempfile.py:147(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\tf_stack.py:105(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:189(_checkLevel)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:423(usesTime)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:1586(<genexpr>)
        7    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:381(visit_Return)
        4    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:174(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:135(config_proto_serialized)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\weakref.py:103(remove)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_spec.py:110(_to_legacy_output_types)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\call_trees.py:64(_consume_args)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\GifImagePlugin.py:47(GifImageFile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:766(is_package)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1287(_legacy_get_spec)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:753(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:51(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\numpy_ops\np_math_ops.py:926(_wrap)
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\constructor.py:129(<listcomp>)
       11    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\distribute\distribution_strategy_context.py:312(_get_default_strategy)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:900(visit_ExceptHandler)
        7    0.000    0.000    0.000    0.000 {built-in method _stat.S_IMODE}
        3    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\parser.py:471(parse_flow_sequence_first_entry)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:4368(options)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\converters\continue_statements.py:119(_visit_non_loop_body)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\callbacks.py:476(on_predict_batch_end)
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:321(_get_module_info)
        4    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:894(acquire)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1323(_fixupParents)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        4    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\pathlib.py:1186(stat)
        7    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:260(iscode)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\subprocess.py:907(__exit__)
        2    0.000    0.000    0.002    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\IPython\utils\importstring.py:10(import_item)
